-168.95639,212.65279
-553.0953,-198.1365
-47.618515,435.24173
-338.44028,33.596344
-46.681194,263.71713
-544.8412,-28.874363
-396.50455,-81.74864
137.01302,502.8152
-232.99886,111.70641
-637.9848346,577.9615826
-474.3715306,568.1325506
-300.5318986,350.0497106
-626.8923106,451.6258466
-551.2018666,645.4319906
-503.2799866,294.2521466
-599.2400866,349.8600746
-470.3063626,469.9694306
-553.5286066,515.0768306
-396.7667386,280.7378666
-536.3971066,412.8312506
-596.7491866,245.2296506
-701.3139826,356.2984946
-433.1267266,671.9609906
-391.0480666,512.3458706
-726.0502666,494.0215706
-342.3808666,596.7383186
-451.2626266,372.3264866
-276.6197506,486.2498066
-375.5765386,420.9244706
